order_id,order_value,leakage_flag,order_purchase_timestamp,order_estimated_delivery_date,order_delivered_customer_date,review_score,payment_type,customer_id,seller_id,order_status,loss_amount,delivery_delay,order_month,order_weekday,order_value_log,delay_value_interaction,pred_leak_proba,pred_loss_amount
0e6dbbc7484dc1ee0392c9ca801035c2,0.0,1,2018-03-01 22:40:51,2018-03-23,,3.0,credit_card,90f65e1539426f18ab1941841d728c72,,canceled,0.0,0.0,2018-03,3,0.0,0.0,1.0,0.0
0fb9645c128ac84788798f0129496ca7,0.0,1,2018-08-21 10:15:51,2018-09-04,,1.0,voucher,80a4c819314e5ff01e66ba8780857b4e,,canceled,0.0,0.0,2018-08,1,0.0,0.0,1.0,0.0
10a045cdf6a5650c21e9cfeb60384c16,0.0,1,2018-10-17 17:30:18,2018-10-30,,1.0,voucher,a4b417188addbc05b26b72d5e44837a1,,canceled,0.0,0.0,2018-10,2,0.0,0.0,1.0,0.0
1aba68837cfafa9cc4bba58efee87d4a,0.0,1,2017-10-23 10:49:50,2017-11-22,,4.0,boleto,88bab0875c657d7167d0080bbb4e794a,,unavailable,0.0,0.0,2017-10,0,0.0,0.0,1.0,0.0
1aecadf4362edaca7fa033e882076c8d,0.0,1,2016-10-04 10:05:45,2016-11-24,,2.0,credit_card,e81a9f176936e3124dfd90c483bf3289,,canceled,0.0,0.0,2016-10,1,0.0,0.0,1.0,0.0
1c3a814fa046dc2f684276b1ca26786e,0.0,1,2017-04-11 08:25:26,2017-05-03,,4.0,boleto,008e1bbc8f278134d10d8788a3ca0b7c,,unavailable,0.0,0.0,2017-04,1,0.0,0.0,1.0,0.0
1c7c8ab324927f5b6e52338bd110bef4,0.0,1,2017-12-23 18:48:09,2018-01-19,,1.0,voucher,95b1767df51d6fa09402267d8de314df,,unavailable,0.0,0.0,2017-12,5,0.0,0.0,1.0,0.0
1ce8144d59eef2763c0fbaf8ffd26d31,0.0,1,2017-08-10 12:44:08,2017-09-01,,2.0,credit_card,cffd70efba7f41e519157d935120f41b,,unavailable,0.0,0.0,2017-08,3,0.0,0.0,1.0,0.0
1fda9a8d1632a5964c43fb8e64dbe3e3,0.0,1,2017-11-07 19:54:22,2017-11-24,,2.0,boleto,f94da73419386f20952c30afd48c85fb,,unavailable,0.0,0.0,2017-11,1,0.0,0.0,1.0,0.0
20ff9b4b339b20ef47cfcda736a17a52,0.0,1,2018-01-11 11:59:41,2018-02-09,,1.0,voucher,96dfa7d4d4ac5b821ac90b04f7832ce6,,unavailable,0.0,0.0,2018-01,3,0.0,0.0,1.0,0.0
21a00b08cbeb5716bbb66105e3dbd850,0.0,1,2018-09-10 17:51:25,2018-09-20,,1.0,voucher,002b5342c72978cf0aba6aae1f5d5293,,canceled,0.0,0.0,2018-09,0,0.0,0.0,1.0,0.0
232674aa2334edfdd9c2dbe346291712,0.0,1,2017-11-09 23:51:34,2017-11-23,,2.0,credit_card,b8cbb2fa6090f51abb6076e2b26ca3ae,,unavailable,0.0,0.0,2017-11,3,0.0,0.0,1.0,0.0
236e6ec6171c1870d4bcf4ccfad87f49,0.0,1,2018-08-21 15:12:31,2018-09-11,,4.0,voucher,0fa12cb295663a40f53876e73aa7c460,,canceled,0.0,0.0,2018-08,1,0.0,0.0,1.0,0.0
2429083883078c31cf2337ce0dd425ee,0.0,1,2017-07-06 19:25:55,2017-08-08,,1.0,voucher,5aa462ca54e8b4d65747f7987eb80e25,,unavailable,0.0,0.0,2017-07,3,0.0,0.0,1.0,0.0
252788350f9dad30b31847845fe119fe,0.0,1,2017-04-23 14:58:37,2017-05-23,,3.0,credit_card,43c2e0c2bffdba58e569a9cf02d9b508,,canceled,0.0,0.0,2017-04,6,0.0,0.0,1.0,0.0
2559552ea70a7caa245eca67f410a3f4,0.0,1,2017-10-22 20:44:47,2017-11-08,,3.0,credit_card,ebe02b455bc2f5f8828a89d8bd96cded,,unavailable,0.0,0.0,2017-10,6,0.0,0.0,1.0,0.0
261e56a43de07e1b1bc9e8615c8e8aa9,0.0,1,2017-08-30 15:17:09,2017-09-18,,3.0,boleto,d37b279f2460117555674ab42f173063,,unavailable,0.0,0.0,2017-08,2,0.0,0.0,1.0,0.0
27667a063cb59b5d987a5a71c192cce5,0.0,1,2018-08-27 19:54:54,2018-09-06,,1.0,voucher,abaee92d4978f8216173d5d632867746,,canceled,0.0,0.0,2018-08,0,0.0,0.0,1.0,0.0
2b0edc4c59d83dcef85466718c36a317,0.0,1,2017-09-29 19:17:10,2017-10-17,,2.0,credit_card,5effe9491d0f5a1c12ee4a384ec09bdf,,unavailable,0.0,0.0,2017-09,4,0.0,0.0,1.0,0.0
2b25bdbc985fdd953cced7c3fdf0a2fe,0.0,1,2017-11-18 22:23:44,2017-12-26,,2.0,credit_card,fc97d833da914adb3fc0e265d67afb35,,unavailable,0.0,0.0,2017-11,5,0.0,0.0,1.0,0.0
2b941f8e6ff81158a52de44909dc2a52,0.0,1,2017-04-14 19:05:05,2017-05-10,,4.0,credit_card,76ff5182e587b958e3b372f958ffbe16,,canceled,0.0,0.0,2017-04,4,0.0,0.0,1.0,0.0
2ddc0120a9ee5d965a08b68f6a3e2885,0.0,1,2017-09-24 00:24:28,2017-10-10,,2.0,boleto,5820efa64bd8d85cb4c4e67eeb40a6b9,,unavailable,0.0,0.0,2017-09,6,0.0,0.0,1.0,0.0
2e287cee637969033ec9ab49602e61ef,0.0,1,2017-01-30 15:48:53,2017-03-10,,3.0,boleto,bf6418c67d6b29aada7d4a9a0cfb3e09,,unavailable,0.0,0.0,2017-01,0,0.0,0.0,1.0,0.0
2e3c6e30c69763a7dfe40f11a19ed3da,0.0,1,2017-10-23 18:24:27,2017-11-13,,1.0,voucher,9f33e47b96b9e034154df245350f37ee,,unavailable,0.0,0.0,2017-10,0,0.0,0.0,1.0,0.0
2e9d8db9e132a9b5e1236618b7e8ef4a,0.0,1,2018-08-09 18:42:38,2018-09-04,,1.0,voucher,51c6f517f4492a9c2ab4153e998b018e,,canceled,0.0,0.0,2018-08,3,0.0,0.0,1.0,0.0
2fa565240e8353e7a1ad78347f8608fa,0.0,1,2017-02-15 21:21:31,2017-03-14,,2.0,credit_card,a48e070eeacfcdb978ca3fc5c7f4557e,,unavailable,0.0,0.0,2017-02,2,0.0,0.0,1.0,0.0
309688f286ca9fb39735664ba1e37b29,0.0,1,2017-11-26 22:38:45,2017-12-18,,2.0,boleto,be9e16f7c118e7f49f6399f01fb4a48c,,unavailable,0.0,0.0,2017-11,6,0.0,0.0,1.0,0.0
335f8f913a1d29120e07b6bb9847d73c,0.0,1,2018-05-12 15:28:13,2018-05-22,,2.0,credit_card,513f24c01c5b22fe1b97bb2ff08f1808,,unavailable,0.0,0.0,2018-05,5,0.0,0.0,1.0,0.0
33d8795f04dd631f3480d7aaf90da3dc,0.0,1,2017-07-07 21:17:36,2017-07-27,,3.0,credit_card,b11ea459107d514dd45bce81c0ab4e74,,unavailable,0.0,0.0,2017-07,4,0.0,0.0,1.0,0.0
33fe1cb532ac16a48902980e00c26da6,0.0,1,2017-07-25 19:26:15,2017-08-28,,4.0,credit_card,e0669fc658288e9aea6d958ea90fb9b7,,canceled,0.0,0.0,2017-07,1,0.0,0.0,1.0,0.0
35dc5c3a87f9e9cf93676b98d4bc35a2,0.0,1,2017-02-14 14:26:02,2017-03-15,,2.0,credit_card,be59c56551fe3cef6d7019c7ab1fddb0,,unavailable,0.0,0.0,2017-02,1,0.0,0.0,1.0,0.0
38a86eb53c2309d6234fc9bad96331ac,0.0,1,2018-08-18 12:39:31,2018-08-29,,1.0,voucher,82d98198f7fb1687858e03a5322e1621,,canceled,0.0,0.0,2018-08,5,0.0,0.0,1.0,0.0
392ed9afd714e3c74767d0c4d3e3f477,0.0,1,2018-09-29 09:13:03,2018-10-15,,1.0,voucher,2823ffda607a2316375088e0d00005ec,,canceled,0.0,0.0,2018-09,5,0.0,0.0,1.0,0.0
3a3aed58b078ba2d2105cd76ce7a76d7,0.0,1,2017-05-25 16:12:51,2017-06-16,,4.0,credit_card,4df922283e840682df69a70aed95807d,,canceled,0.0,0.0,2017-05,3,0.0,0.0,1.0,0.0
3bd3b4d482f916c2c9662b8da6f2758b,0.0,1,2018-08-20 15:07:42,2018-09-04,,1.0,voucher,e1053f60223f6446d021fc034d81f5a3,,canceled,0.0,0.0,2018-08,0,0.0,0.0,1.0,0.0
3c8702d3b056de079d6cdd6ee1ffeb55,0.0,1,2017-02-22 12:31:15,2017-03-21,,2.0,credit_card,573eb2d54aa19396d7e2ebd1ec460726,,unavailable,0.0,0.0,2017-02,2,0.0,0.0,1.0,0.0
3cd41dc7c9fceb7de4fb0e9983a4b1ed,0.0,1,2017-10-10 23:49:13,2017-10-23,,2.0,credit_card,f8d5adc32955a3f8c92b0343deebad7f,,unavailable,0.0,0.0,2017-10,1,0.0,0.0,1.0,0.0
3f6509ff22303ff04b9bf1b2c8bf69c6,0.0,1,2018-08-13 19:21:19,2018-08-17,,1.0,voucher,496a97eab481772b61371ad4f2d392c0,,canceled,0.0,0.0,2018-08,0,0.0,0.0,1.0,0.0
402e0a2ad64d2f2b8f0d06d436789aca,0.0,1,2017-10-21 10:58:06,2017-11-09,,2.0,boleto,84c6bfb65cffd4c4fbaabe31622495f5,,unavailable,0.0,0.0,2017-10,5,0.0,0.0,1.0,0.0
410d704bdcbe2893fd5ad73fe8166f43,0.0,1,2017-12-10 15:25:51,2018-01-04,,2.0,credit_card,0424e2f81bdfb77d7c11c3f447c7b241,,unavailable,0.0,0.0,2017-12,6,0.0,0.0,1.0,0.0
4317fe882d992cda2fb3d51baeb2751c,0.0,1,2017-10-07 11:51:46,2017-11-08,,1.0,voucher,fe3a61bdb29c2b230185ba088ac71486,,unavailable,0.0,0.0,2017-10,5,0.0,0.0,1.0,0.0
43c8d05a1478e794217ad3b39398022a,0.0,1,2017-08-14 21:10:05,2017-08-25,,4.0,credit_card,efe2a8ee5f67ebcbcc236b53ad3f4282,,unavailable,0.0,0.0,2017-08,0,0.0,0.0,1.0,0.0
44b4829b58167b697a69c8aa8eb64733,0.0,1,2017-03-01 11:26:37,2017-03-20,,2.0,credit_card,9a4a3ebb868261c944c5ba16fdaff61b,,canceled,0.0,0.0,2017-03,2,0.0,0.0,1.0,0.0
4603cc4d4654635e3c16a1ac226036f4,0.0,1,2017-10-12 16:18:54,2017-11-13,,3.0,credit_card,698b3c135274f6effb8ce299935872cd,,unavailable,0.0,0.0,2017-10,3,0.0,0.0,1.0,0.0
4608a27e9e60c05b054631def491e7af,0.0,1,2018-08-28 08:10:22,2018-09-12,,1.0,voucher,4fc51f554378926d8ca80aa1b1d13b1b,,canceled,0.0,0.0,2018-08,1,0.0,0.0,1.0,0.0
4637ca194b6387e2d538dc89b124b0ee,0.0,1,2018-09-03 14:14:25,2018-09-10,,3.0,not_defined,a73c1f73f5772cf801434bf984b0b1a7,,canceled,0.0,0.0,2018-09,0,0.0,0.0,1.0,0.0
48f2d0b950703bfb145b7c3c0641b4bb,0.0,1,2017-08-30 01:21:05,2017-09-18,,1.0,voucher,ce68dcdb0fbc1b4172d23c2427cc635e,,unavailable,0.0,0.0,2017-08,2,0.0,0.0,1.0,0.0
49c5132b03e35ffa18fdca050d1f8e33,0.0,1,2017-10-30 23:52:49,2017-11-16,,2.0,credit_card,822331095c3e3d597632c846113e27d3,,unavailable,0.0,0.0,2017-10,0,0.0,0.0,1.0,0.0
4a1c879db7056f078a037fdf72b6d0fc,0.0,1,2018-07-10 19:11:10,2018-07-26,,3.0,boleto,d34411df392e5437e4582b81f9ecb90d,,unavailable,0.0,0.0,2018-07,1,0.0,0.0,1.0,0.0
4af4d191d7e83818829a9af9ea7fcdfc,0.0,1,2017-07-02 20:05:48,2017-07-14,,2.0,boleto,0adc3e20e5189e89caeceafdbcb0646e,,unavailable,0.0,0.0,2017-07,6,0.0,0.0,1.0,0.0
4b3b5fc7398939e35a47fe5a8c0be5cb,0.0,1,2017-11-24 03:10:55,2017-12-08,,3.0,credit_card,63eb182bd6f5c57d2a1320de259bff7a,,unavailable,0.0,0.0,2017-11,4,0.0,0.0,1.0,0.0
4b460251c3d2ba44dd61b0b6c3410ac6,0.0,1,2017-03-27 17:19:37,2017-04-26,,3.0,credit_card,7ceb6bd264a93011d92f29004d2fa854,,unavailable,0.0,0.0,2017-03,0,0.0,0.0,1.0,0.0
4c8b9947280829d0a8b7e81cc249b875,0.0,1,2018-08-09 14:54:47,2018-08-21,,1.0,voucher,403c35c4d8813bf67b3d396b91ca1619,,canceled,0.0,0.0,2018-08,3,0.0,0.0,1.0,0.0
50503051a38d8ee049d1226032c7d82d,0.0,1,2017-12-05 10:13:03,2018-01-03,,3.0,credit_card,e75b06236ca6694bf68a0b398f2fa076,,unavailable,0.0,0.0,2017-12,1,0.0,0.0,1.0,0.0
51192863a004d47d0e4f5bf5384bf88f,0.0,1,2018-02-13 15:58:33,2018-03-07,,3.0,credit_card,f2cc41062fa1cdfd6475afc3aaf9909f,,canceled,0.0,0.0,2018-02,1,0.0,0.0,1.0,0.0
52b7f26dd95604cb836ba17f96a6b056,0.0,1,2017-07-05 05:55:39,2017-07-18,,4.0,boleto,c0cdc356a67598956b73ccce36edc86f,,unavailable,0.0,0.0,2017-07,2,0.0,0.0,1.0,0.0
52ffca67c47f7bc4350f82b1d2c20dec,0.0,1,2017-11-26 18:42:08,2017-12-20,,3.0,boleto,30b783882dd8572d3cf6a4ac7e605272,,canceled,0.0,0.0,2017-11,6,0.0,0.0,1.0,0.0
569d43a54c364df5b367ab33e96eacf0,0.0,1,2017-10-31 08:50:06,2017-11-08,,1.0,voucher,de67b8bed7fa293d54466d66bdaadc62,,unavailable,0.0,0.0,2017-10,1,0.0,0.0,1.0,0.0
59798edc300f7563a9bdf18b2740def9,0.0,1,2017-07-05 19:06:19,2017-07-27,,1.0,voucher,be1abfd06882c0ee1d45b976da59a494,,unavailable,0.0,0.0,2017-07,2,0.0,0.0,1.0,0.0
5aac76cf7b07dd06fa4d50bf461d2f40,0.0,1,2018-09-25 11:59:18,2018-10-11,,1.0,voucher,7a8a02e54cf3472df427e927f8b9c046,,canceled,0.0,0.0,2018-09,1,0.0,0.0,1.0,0.0
5b9680f27b5067afded00b23f9cb4d61,0.0,1,2017-03-21 20:20:14,2017-04-24,,4.0,boleto,8b20eb37b30208feef373de67fc749e0,,canceled,0.0,0.0,2017-03,1,0.0,0.0,1.0,0.0
6338011716bfe53b960847be47479662,0.0,1,2017-11-16 12:28:25,2017-11-29,,3.0,credit_card,74671791c2cc61942ae043b7da20b07c,,unavailable,0.0,0.0,2017-11,3,0.0,0.0,1.0,0.0
672ab3776d5b25e586521469609ae774,0.0,1,2017-05-10 11:52:51,2017-05-26,,4.0,boleto,8c8b3a28c07f67148f86f297604b9875,,canceled,0.0,0.0,2017-05,2,0.0,0.0,1.0,0.0
675b0980a1c53e959dc721b6e608997f,0.0,1,2017-08-16 21:54:45,2017-09-12,,3.0,credit_card,b3e2d25661bc36bf407b8ca0b6087708,,unavailable,0.0,0.0,2017-08,2,0.0,0.0,1.0,0.0
68664ce4c84bcf1e6682d90992c7504d,0.0,1,2018-03-01 09:33:06,2018-03-15,,3.0,credit_card,fdce8fd151f9263bb677e873409843dc,,unavailable,0.0,0.0,2018-03,3,0.0,0.0,1.0,0.0
6d9bd9b4caa7d961a6d31427ad0e557e,0.0,1,2017-11-24 17:45:10,2017-12-20,,4.0,credit_card,9e20ebbaa01f591ef3b9bc4018100d70,,unavailable,0.0,0.0,2017-11,4,0.0,0.0,1.0,0.0
6dd0cc64fed627388bf95943af884f70,0.0,1,2017-07-10 14:17:01,2017-08-01,,4.0,credit_card,4a31da2ba757502ad7fcc9dc6768cfa5,,unavailable,0.0,0.0,2017-07,0,0.0,0.0,1.0,0.0
6f04a69509e62866b1837e6a4f22c47f,0.0,1,2017-06-12 12:04:09,2017-07-05,,3.0,boleto,a20d6adbad4402ec49b426fb65e5700a,,unavailable,0.0,0.0,2017-06,0,0.0,0.0,1.0,0.0
7018a2cb4802de2f9ed4b09b6a98e6fd,0.0,1,2017-12-10 10:27:39,2018-01-24,,2.0,credit_card,885a9dace03d5ee78e1639818cf8ca76,,canceled,0.0,0.0,2017-12,6,0.0,0.0,1.0,0.0
74e198a81e758ec637a42e8f2e856927,0.0,1,2018-08-18 09:27:28,2018-09-17,,1.0,voucher,cf4ac5bebc177cc2f3accbcd7e12bd50,,canceled,0.0,0.0,2018-08,5,0.0,0.0,1.0,0.0
756fc608f67478946b31c752681f27be,0.0,1,2018-08-14 08:14:45,2018-09-04,,1.0,voucher,ce5b56c495944af078df7f4e10719be7,,canceled,0.0,0.0,2018-08,1,0.0,0.0,1.0,0.0
7813842ae95e8c497fc0233232ae815a,0.0,1,2018-08-17 20:06:36,2018-09-17,,1.0,voucher,040d94f8ba8ca26014bd6f7e8a6e0c0d,,canceled,0.0,0.0,2018-08,4,0.0,0.0,1.0,0.0
7b417e4ab50fe706033d4fe21c659f3b,0.0,1,2018-08-16 17:09:19,2018-09-28,,4.0,voucher,e4391b06d30bdd3d98928398d84059f8,,canceled,0.0,0.0,2018-08,3,0.0,0.0,1.0,0.0
7c496cea7613c2efe6033e93e573347f,0.0,1,2017-11-23 19:46:09,2017-12-14,,2.0,credit_card,2b629d0b742814e674442efd475d0c7c,,unavailable,0.0,0.0,2017-11,3,0.0,0.0,1.0,0.0
7d576f29bdf44b7857414baff1c788b1,0.0,1,2017-11-12 17:34:16,2017-12-06,,3.0,credit_card,717be95b354f9e952da717a5f715580c,,unavailable,0.0,0.0,2017-11,6,0.0,0.0,1.0,0.0
7e6bd960caf2346257183fd4b6079a65,0.0,1,2018-01-28 16:38:33,2018-02-14,,4.0,credit_card,2ca5e9f17a80f9515da7fa967af7444e,,unavailable,0.0,0.0,2018-01,6,0.0,0.0,1.0,0.0
80f0181edc2f4a5bd3384a3c39a83cee,0.0,1,2018-01-14 19:24:28,2018-01-30,,2.0,credit_card,9ce9e0d0045dd13cb96601552c819eb0,,unavailable,0.0,0.0,2018-01,6,0.0,0.0,1.0,0.0
8298521946fcd8c9f8b984aad6176694,0.0,1,2017-03-07 23:02:58,2017-04-05,,4.0,credit_card,fc0f896db68de04d75532460d7c4b244,,unavailable,0.0,0.0,2017-03,1,0.0,0.0,1.0,0.0
858f8fbff9d717450f931fc6e9d15029,0.0,1,2017-10-10 12:09:59,2017-11-08,,4.0,credit_card,b159734fd8a05b497cb4907056824f6b,,unavailable,0.0,0.0,2017-10,1,0.0,0.0,1.0,0.0
85e05c3c9aa9834518f35d4f286014be,0.0,1,2018-08-28 08:18:22,2018-10-10,,1.0,voucher,1d07a80a15700b40cb15ff5870ee8b48,,canceled,0.0,0.0,2018-08,1,0.0,0.0,1.0,0.0
869997fbe01f39d184956b5c6bccfdbe,0.0,1,2018-09-26 08:40:15,2018-10-25,,1.0,voucher,55c9dad94ec1a2ba57998bdb376c230a,,canceled,0.0,0.0,2018-09,2,0.0,0.0,1.0,0.0
86f0bcd9b426a2c1022ae317c7f27be6,0.0,1,2017-03-08 15:13:03,2017-03-29,,4.0,credit_card,dd24965dd5aa551df36ce4baf180445b,,unavailable,0.0,0.0,2017-03,2,0.0,0.0,1.0,0.0
87ae60ef8b08ae0e5f903cacb53a6904,0.0,1,2018-09-11 16:45:54,2018-09-26,,1.0,voucher,fea4d57ed3a45455f89c25ef3dae8ee8,,canceled,0.0,0.0,2018-09,1,0.0,0.0,1.0,0.0
8a20e2954602a0738f264299255fd5af,0.0,1,2017-12-27 22:41:49,2018-01-22,,2.0,credit_card,36ecc6ff2c4a59fd150e9524b12b9259,,unavailable,0.0,0.0,2017-12,2,0.0,0.0,1.0,0.0
8d7e1e66103b85e9ab12cb65dafdf0e3,0.0,1,2017-03-25 20:36:01,2017-05-04,,2.0,credit_card,0a317dd750be47fc13457956d0a4d0b1,,unavailable,0.0,0.0,2017-03,5,0.0,0.0,1.0,0.0
8eeaa67e826a9308e63f4436bf00a8f2,0.0,1,2018-01-05 09:12:11,2018-02-07,,3.0,credit_card,e6b9210d8d6ab1404223c31b0fe6a7b9,,unavailable,0.0,0.0,2018-01,4,0.0,0.0,1.0,0.0
90e258ad907d8401c4f1107ea9e55f1b,0.0,1,2017-09-25 16:03:27,2017-10-31,,3.0,credit_card,358a7b26ad67e3a183c191ed367e64b3,,unavailable,0.0,0.0,2017-09,0,0.0,0.0,1.0,0.0
90eaac01afdf4e531a70ad869e092c75,0.0,1,2018-06-05 15:15:24,2018-08-06,,2.0,credit_card,9989fec0cc8309e9afcb1da811943f3a,,canceled,0.0,0.0,2018-06,1,0.0,0.0,1.0,0.0
91427fef1ca1431d3d86d7bcd0b51ebc,0.0,1,2017-09-29 12:00:01,2017-10-20,,2.0,credit_card,7c76a5b5aa012d92c8ae66e6f6311db4,,unavailable,0.0,0.0,2017-09,4,0.0,0.0,1.0,0.0
93274b931b5771bd02154c9b716168ba,0.0,1,2018-05-08 10:13:06,2018-05-25,,2.0,credit_card,0d6ea3b6f1bf6ef08e6b60ce23db077b,,canceled,0.0,0.0,2018-05,1,0.0,0.0,1.0,0.0
9380c59012c11f49c549ef8dffef1367,0.0,1,2018-08-15 11:05:44,2018-09-21,,1.0,voucher,07838708499d3eb9da748cb10b8ddf0a,,canceled,0.0,0.0,2018-08,2,0.0,0.0,1.0,0.0
940018724d5c0c1847f642dc1d8d0ea2,0.0,1,2018-04-19 14:23:49,2018-04-27,,2.0,credit_card,f0c28fc86c8f71812a74ea225c8fda1c,,unavailable,0.0,0.0,2018-04,3,0.0,0.0,1.0,0.0
947e9c6bfd83a06953c420ef92d3da6e,0.0,1,2018-08-15 15:13:32,2018-08-28,,4.0,voucher,2737211835d5ea370af15ee145f7840c,,canceled,0.0,0.0,2018-08,2,0.0,0.0,1.0,0.0
9566b36fbba7756a79b5d2cba4e058d9,0.0,1,2017-07-10 16:47:00,2017-07-21,,1.0,voucher,6c60cba0b553924964bcbf588c7fec36,,unavailable,0.0,0.0,2017-07,0,0.0,0.0,1.0,0.0
97cf031e8c5bf37a0b310c07800e323a,0.0,1,2017-09-10 15:33:30,2017-09-21,,2.0,credit_card,2bdd94bc59d052d2770bacd6d20d6a9b,,unavailable,0.0,0.0,2017-09,6,0.0,0.0,1.0,0.0
983e16bfbe23e60f23a6fcb9c4792204,0.0,1,2017-03-27 08:24:03,2017-04-20,,3.0,credit_card,2d6272fc5e22facb8937eba512bad93f,,canceled,0.0,0.0,2017-03,0,0.0,0.0,1.0,0.0
98fe01bc254b759c1f2c11d77c2891d5,0.0,1,2017-10-17 18:34:56,2017-11-24,,1.0,voucher,30f3b26a06e5a67682305298f83e6be3,,unavailable,0.0,0.0,2017-10,1,0.0,0.0,1.0,0.0
99b492e774feb838a15101dc48ecb6f0,0.0,1,2017-08-03 11:01:10,2017-08-17,,4.0,credit_card,0a095e1e6ef438f5fa02a40716b22126,,canceled,0.0,0.0,2017-08,3,0.0,0.0,1.0,0.0
9e99d220ca1057d22b317d36cf203620,0.0,1,2018-01-03 17:05:21,2018-02-01,,3.0,boleto,60ff6e09a676bfa797f0ae3f1282ce4d,,unavailable,0.0,0.0,2018-01,2,0.0,0.0,1.0,0.0
a0c1632c3bd45c48bed924a7dae3a664,0.0,1,2018-02-17 15:48:11,2018-03-15,,3.0,credit_card,e3030cf0f2814a231fa06eb6d82154f3,,unavailable,0.0,0.0,2018-02,5,0.0,0.0,1.0,0.0
a144aa25d9d14f25ee9f3ec4118e5517,0.0,1,2017-11-06 17:36:36,2017-11-24,,1.0,voucher,9353974c6d727e3739a8370ff655a774,,unavailable,0.0,0.0,2017-11,0,0.0,0.0,1.0,0.0
a20244bef3bafb6f4d37e3603539336d,0.0,1,2017-12-14 10:33:27,2018-01-10,,2.0,credit_card,bdf1861e7bc387ae207eaf08463576b5,,unavailable,0.0,0.0,2017-12,3,0.0,0.0,1.0,0.0
